event_id,transaction_id,customer_id,transaction_date,description,amount,transaction_type,status,settlement_count,gross_amount,fee,refund_amount_settlement,net_settlement,settlement_date,settlement_status,reference,bank_transaction_count,credit,invoice_amount,refund_amount_invoice,payment_status,amount_explained,bank_amount_matches,reconciliation_status
E0444,TXN0444,C132,2026-08-05,Customer payment for Order 0444,10000,SALE,RECORDED,1,10000.0,0.0,0.0,9000.0,2026-08-06,SETTLED,RZP-TXN0444,1.0,9000.0,10000,0.0,PAID,False,True,UNMATCHED
E0448,TXN0448,C126,2026-08-19,Customer payment for Order 0448,7500,SALE,RECORDED,1,7500.0,0.0,0.0,4500.0,2026-08-20,SETTLED,RZP-TXN0448,1.0,4500.0,7500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0452,TXN0452,C139,2026-08-13,Customer payment for Order 0452,2500,SALE,RECORDED,1,2500.0,0.0,0.0,1500.0,2026-08-14,SETTLED,RZP-TXN0452,1.0,1500.0,2500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0455,TXN0455,C126,2026-08-17,Customer payment for Order 0455,75000,SALE,RECORDED,1,75000.0,0.0,0.0,73000.0,2026-08-18,SETTLED,RZP-TXN0455,1.0,73000.0,75000,0.0,PAID,False,True,UNMATCHED
E0464,TXN0464,C124,2026-08-13,Customer payment for Order 0464,10000,SALE,RECORDED,1,10000.0,0.0,0.0,9500.0,2026-08-14,SETTLED,RZP-TXN0464,1.0,9500.0,10000,0.0,PAID,False,True,UNMATCHED
E0473,TXN0473,C120,2026-08-10,Customer payment for Order 0473,1000,SALE,RECORDED,2,1000.0,0.0,0.0,1000.0,2026-08-11,SETTLED,RZP-TXN0473-1,2.0,1000.0,1000,0.0,PAID,True,True,HUMAN_REVIEW
E0475,TXN0475,C111,2026-08-14,Customer payment for Order 0475,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2000.0,2026-08-15,SETTLED,RZP-TXN0475,1.0,2000.0,2500,0.0,PAID,False,True,UNMATCHED
E0476,TXN0476,C131,2026-08-06,Customer payment for Order 0476,7500,SALE,RECORDED,2,7500.0,0.0,0.0,7500.0,2026-08-07,SETTLED,RZP-TXN0476-1,2.0,7500.0,7500,0.0,PAID,True,True,HUMAN_REVIEW
E0477,TXN0477,C136,2026-08-20,Customer payment for Order 0477,1500,SALE,RECORDED,1,1500.0,0.0,0.0,500.0,2026-08-21,SETTLED,RZP-TXN0477,1.0,500.0,1500,0.0,PAID,False,True,UNMATCHED
E0481,TXN0481,C111,2026-08-01,Customer payment for Order 0481,10000,SALE,RECORDED,1,10000.0,0.0,0.0,6000.0,2026-08-02,SETTLED,RZP-TXN0481,1.0,6000.0,10000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0484,TXN0484,C142,2026-08-04,Customer payment for Order 0484,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-05,SETTLED,RZP-TXN0484,0.0,0.0,2500,0.0,PAID,True,False,UNMATCHED
E0486,TXN0486,C115,2026-08-15,Customer payment for Order 0486,7500,SALE,RECORDED,1,7500.0,0.0,0.0,6500.0,2026-08-16,SETTLED,RZP-TXN0486,1.0,6500.0,7500,0.0,PAID,False,True,UNMATCHED
E0493,TXN0493,C123,2026-08-14,Customer payment for Order 0493,50000,SALE,RECORDED,1,50000.0,0.0,0.0,48000.0,2026-08-15,SETTLED,RZP-TXN0493,1.0,48000.0,50000,0.0,PAID,False,True,UNMATCHED
E0494,TXN0494,C113,2026-08-08,Customer payment for Order 0494,75000,SALE,RECORDED,2,75000.0,0.0,0.0,75000.0,2026-08-09,SETTLED,RZP-TXN0494-1,2.0,75000.0,75000,0.0,PAID,True,True,HUMAN_REVIEW
E0496,TXN0496,C107,2026-08-02,Customer payment for Order 0496,50000,SALE,RECORDED,2,50000.0,0.0,0.0,50000.0,2026-08-03,SETTLED,RZP-TXN0496-1,2.0,50000.0,50000,0.0,PAID,True,True,HUMAN_REVIEW
E0499,TXN0499,C105,2026-08-17,Customer payment for Order 0499,25000,SALE,RECORDED,1,25000.0,0.0,0.0,15000.0,2026-08-18,SETTLED,RZP-TXN0499,1.0,15000.0,25000,0.0,PARTIAL,False,True,HUMAN_REVIEW
