event_id,transaction_id,customer_id,transaction_date,description,amount,transaction_type,status
E0310,TXN0310,C127,2026-08-19,Customer payment for Order 0310,15000,SALE,RECORDED
E0311,TXN0311,C119,2026-08-11,Customer payment for Order 0311,5000,SALE,RECORDED
E0312,TXN0312,C104,2026-08-17,Customer payment for Order 0312,1500,SALE,RECORDED
E0313,TXN0313,C149,2026-08-12,Customer payment for Order 0313,10000,SALE,RECORDED
E0314,TXN0314,C109,2026-08-08,Customer payment for Order 0314,1500,SALE,RECORDED
E0315,TXN0315,C111,2026-08-20,Customer payment for Order 0315,2500,SALE,RECORDED
E0316,TXN0316,C104,2026-08-06,Customer payment for Order 0316,25000,SALE,RECORDED
E0317,TXN0317,C148,2026-08-19,Customer payment for Order 0317,25000,SALE,RECORDED
E0318,TXN0318,C141,2026-08-21,Customer payment for Order 0318,75000,SALE,RECORDED
E0319,TXN0319,C120,2026-08-05,Customer payment for Order 0319,25000,SALE,RECORDED
E0320,TXN0320,C140,2026-08-10,Customer payment for Order 0320,7500,SALE,RECORDED
E0321,TXN0321,C132,2026-08-03,Customer payment for Order 0321,7500,SALE,RECORDED
E0322,TXN0322,C103,2026-08-12,Customer payment for Order 0322,7500,SALE,RECORDED
E0323,TXN0323,C139,2026-08-20,Customer payment for Order 0323,50000,SALE,RECORDED
E0324,TXN0324,C135,2026-08-02,Customer payment for Order 0324,25000,SALE,RECORDED
E0325,TXN0325,C112,2026-08-11,Customer payment for Order 0325,75000,SALE,RECORDED
E0326,TXN0326,C103,2026-08-15,Customer payment for Order 0326,1500,SALE,RECORDED
E0327,TXN0327,C145,2026-08-03,Customer payment for Order 0327,50000,SALE,RECORDED
E0328,TXN0328,C115,2026-08-15,Customer payment for Order 0328,25000,SALE,RECORDED
E0329,TXN0329,C110,2026-08-12,Customer payment for Order 0329,10000,SALE,RECORDED
E0330,TXN0330,C149,2026-08-11,Customer payment for Order 0330,75000,SALE,RECORDED
E0331,TXN0331,C141,2026-08-11,Customer payment for Order 0331,1500,SALE,RECORDED
E0332,TXN0332,C143,2026-08-13,Customer payment for Order 0332,7500,SALE,RECORDED
E0333,TXN0333,C138,2026-08-05,Customer payment for Order 0333,10000,SALE,RECORDED
E0334,TXN0334,C109,2026-08-12,Customer payment for Order 0334,7500,SALE,RECORDED
E0335,TXN0335,C144,2026-08-13,Customer payment for Order 0335,2500,SALE,RECORDED
E0336,TXN0336,C119,2026-08-18,Customer payment for Order 0336,15000,SALE,RECORDED
E0337,TXN0337,C108,2026-08-17,Customer payment for Order 0337,1500,SALE,RECORDED
E0338,TXN0338,C132,2026-08-12,Customer payment for Order 0338,1000,SALE,RECORDED
E0339,TXN0339,C113,2026-08-11,Customer payment for Order 0339,25000,SALE,RECORDED
E0340,TXN0340,C109,2026-08-03,Customer payment for Order 0340,7500,SALE,RECORDED
E0341,TXN0341,C132,2026-08-18,Customer payment for Order 0341,50000,SALE,RECORDED
E0342,TXN0342,C149,2026-08-20,Customer payment for Order 0342,2500,SALE,RECORDED
E0343,TXN0343,C110,2026-08-06,Customer payment for Order 0343,75000,SALE,RECORDED
E0344,TXN0344,C146,2026-08-15,Customer payment for Order 0344,1000,SALE,RECORDED
E0345,TXN0345,C146,2026-08-08,Customer payment for Order 0345,25000,SALE,RECORDED
E0346,TXN0346,C147,2026-08-15,Customer payment for Order 0346,5000,SALE,RECORDED
E0347,TXN0347,C130,2026-08-07,Customer payment for Order 0347,10000,SALE,RECORDED
E0348,TXN0348,C128,2026-08-15,Customer payment for Order 0348,7500,SALE,RECORDED
E0349,TXN0349,C133,2026-08-14,Customer payment for Order 0349,2500,SALE,RECORDED
E0350,TXN0350,C108,2026-08-09,Customer payment for Order 0350,1000,SALE,RECORDED
E0351,TXN0351,C135,2026-08-04,Customer payment for Order 0351,50000,SALE,RECORDED
E0352,TXN0352,C105,2026-08-06,Customer payment for Order 0352,7500,SALE,RECORDED
E0353,TXN0353,C109,2026-08-14,Customer payment for Order 0353,1500,SALE,RECORDED
E0354,TXN0354,C122,2026-08-01,Customer payment for Order 0354,15000,SALE,RECORDED
E0355,TXN0355,C123,2026-08-08,Customer payment for Order 0355,15000,SALE,RECORDED
E0356,TXN0356,C123,2026-08-08,Customer payment for Order 0356,1000,SALE,RECORDED
E0357,TXN0357,C145,2026-08-21,Customer payment for Order 0357,10000,SALE,RECORDED
E0358,TXN0358,C102,2026-08-10,Customer payment for Order 0358,25000,SALE,RECORDED
E0359,TXN0359,C148,2026-08-16,Customer payment for Order 0359,25000,SALE,RECORDED
E0360,TXN0360,C101,2026-08-09,Customer payment for Order 0360,5000,SALE,RECORDED
E0361,TXN0361,C146,2026-08-20,Customer payment for Order 0361,50000,SALE,RECORDED
E0362,TXN0362,C115,2026-08-10,Customer payment for Order 0362,1500,SALE,RECORDED
E0363,TXN0363,C140,2026-08-20,Customer payment for Order 0363,25000,SALE,RECORDED
E0364,TXN0364,C138,2026-08-18,Customer payment for Order 0364,1000,SALE,RECORDED
E0365,TXN0365,C115,2026-08-05,Customer payment for Order 0365,7500,SALE,RECORDED
E0366,TXN0366,C122,2026-08-08,Customer payment for Order 0366,75000,SALE,RECORDED
E0367,TXN0367,C142,2026-08-03,Customer payment for Order 0367,50000,SALE,RECORDED
E0368,TXN0368,C104,2026-08-17,Customer payment for Order 0368,50000,SALE,RECORDED
E0369,TXN0369,C135,2026-08-01,Customer payment for Order 0369,15000,SALE,RECORDED
E0370,TXN0370,C124,2026-08-12,Customer payment for Order 0370,7500,SALE,RECORDED
E0371,TXN0371,C104,2026-08-12,Customer payment for Order 0371,5000,SALE,RECORDED
E0372,TXN0372,C106,2026-08-19,Customer payment for Order 0372,10000,SALE,RECORDED
E0373,TXN0373,C134,2026-08-11,Customer payment for Order 0373,2500,SALE,RECORDED
E0374,TXN0374,C129,2026-08-16,Customer payment for Order 0374,2500,SALE,RECORDED
E0375,TXN0375,C145,2026-08-15,Customer payment for Order 0375,1000,SALE,RECORDED
E0376,TXN0376,C112,2026-08-02,Customer payment for Order 0376,10000,SALE,RECORDED
E0377,TXN0377,C134,2026-08-16,Customer payment for Order 0377,7500,SALE,RECORDED
E0378,TXN0378,C112,2026-08-10,Customer payment for Order 0378,10000,SALE,RECORDED
E0379,TXN0379,C121,2026-08-09,Customer payment for Order 0379,1500,SALE,RECORDED
E0380,TXN0380,C125,2026-08-15,Customer payment for Order 0380,15000,SALE,RECORDED
E0381,TXN0381,C131,2026-08-16,Customer payment for Order 0381,10000,SALE,RECORDED
E0382,TXN0382,C105,2026-08-14,Customer payment for Order 0382,1500,SALE,RECORDED
E0383,TXN0383,C134,2026-08-10,Customer payment for Order 0383,10000,SALE,RECORDED
E0384,TXN0384,C142,2026-08-10,Customer payment for Order 0384,7500,SALE,RECORDED
E0385,TXN0385,C127,2026-08-06,Customer payment for Order 0385,25000,SALE,RECORDED
E0386,TXN0386,C146,2026-08-12,Customer payment for Order 0386,75000,SALE,RECORDED
E0387,TXN0387,C117,2026-08-21,Customer payment for Order 0387,1000,SALE,RECORDED
E0388,TXN0388,C125,2026-08-12,Customer payment for Order 0388,50000,SALE,RECORDED
E0389,TXN0389,C110,2026-08-01,Customer payment for Order 0389,2500,SALE,RECORDED
E0390,TXN0390,C128,2026-08-02,Customer payment for Order 0390,2500,SALE,RECORDED
E0391,TXN0391,C123,2026-08-12,Customer payment for Order 0391,15000,SALE,RECORDED
E0392,TXN0392,C109,2026-08-15,Customer payment for Order 0392,10000,SALE,RECORDED
E0393,TXN0393,C136,2026-08-05,Customer payment for Order 0393,50000,SALE,RECORDED
E0394,TXN0394,C141,2026-08-09,Customer payment for Order 0394,5000,SALE,RECORDED
E0395,TXN0395,C101,2026-08-06,Customer payment for Order 0395,25000,SALE,RECORDED
E0396,TXN0396,C107,2026-08-09,Customer payment for Order 0396,7500,SALE,RECORDED
E0397,TXN0397,C139,2026-08-10,Customer payment for Order 0397,25000,SALE,RECORDED
E0398,TXN0398,C104,2026-08-15,Customer payment for Order 0398,2500,SALE,RECORDED
E0399,TXN0399,C143,2026-08-11,Customer payment for Order 0399,10000,SALE,RECORDED
E0400,TXN0400,C134,2026-08-10,Customer payment for Order 0400,7500,SALE,RECORDED
E0401,TXN0401,C145,2026-08-21,Customer payment for Order 0401,2500,SALE,RECORDED
E0402,TXN0402,C114,2026-08-04,Customer payment for Order 0402,5000,SALE,RECORDED
E0403,TXN0403,C131,2026-08-01,Customer payment for Order 0403,10000,SALE,RECORDED
E0404,TXN0404,C129,2026-08-18,Customer payment for Order 0404,2500,SALE,RECORDED
E0405,TXN0405,C104,2026-08-10,Customer payment for Order 0405,15000,SALE,RECORDED
E0406,TXN0406,C146,2026-08-16,Customer payment for Order 0406,50000,SALE,RECORDED
E0407,TXN0407,C136,2026-08-03,Customer payment for Order 0407,2500,SALE,RECORDED
E0408,TXN0408,C141,2026-08-03,Customer payment for Order 0408,25000,SALE,RECORDED
E0409,TXN0409,C122,2026-08-05,Customer payment for Order 0409,50000,SALE,RECORDED
E0410,TXN0410,C149,2026-08-05,Customer payment for Order 0410,15000,SALE,RECORDED
E0411,TXN0411,C107,2026-08-17,Customer payment for Order 0411,2500,SALE,RECORDED
E0412,TXN0412,C120,2026-08-08,Customer payment for Order 0412,10000,SALE,RECORDED
E0413,TXN0413,C105,2026-08-09,Customer payment for Order 0413,5000,SALE,RECORDED
E0414,TXN0414,C117,2026-08-05,Customer payment for Order 0414,7500,SALE,RECORDED
E0415,TXN0415,C132,2026-08-21,Customer payment for Order 0415,2500,SALE,RECORDED
E0416,TXN0416,C109,2026-08-06,Customer payment for Order 0416,75000,SALE,RECORDED
E0417,TXN0417,C121,2026-08-19,Customer payment for Order 0417,1000,SALE,RECORDED
E0418,TXN0418,C105,2026-08-02,Customer payment for Order 0418,75000,SALE,RECORDED
E0419,TXN0419,C149,2026-08-19,Customer payment for Order 0419,15000,SALE,RECORDED
E0420,TXN0420,C131,2026-08-21,Customer payment for Order 0420,50000,SALE,RECORDED
E0421,TXN0421,C130,2026-08-08,Customer payment for Order 0421,15000,SALE,RECORDED
E0422,TXN0422,C144,2026-08-02,Customer payment for Order 0422,2500,SALE,RECORDED
E0423,TXN0423,C129,2026-08-07,Customer payment for Order 0423,10000,SALE,RECORDED
E0424,TXN0424,C145,2026-08-11,Customer payment for Order 0424,10000,SALE,RECORDED
E0425,TXN0425,C108,2026-08-12,Customer payment for Order 0425,50000,SALE,RECORDED
E0426,TXN0426,C115,2026-08-15,Customer payment for Order 0426,1500,SALE,RECORDED
E0427,TXN0427,C109,2026-08-04,Customer payment for Order 0427,1000,SALE,RECORDED
E0428,TXN0428,C139,2026-08-14,Customer payment for Order 0428,5000,SALE,RECORDED
E0429,TXN0429,C110,2026-08-11,Customer payment for Order 0429,75000,SALE,RECORDED
E0430,TXN0430,C148,2026-08-06,Customer payment for Order 0430,25000,SALE,RECORDED
E0431,TXN0431,C129,2026-08-16,Customer payment for Order 0431,7500,SALE,RECORDED
E0432,TXN0432,C125,2026-08-17,Customer payment for Order 0432,25000,SALE,RECORDED
E0433,TXN0433,C113,2026-08-19,Customer payment for Order 0433,10000,SALE,RECORDED
E0434,TXN0434,C131,2026-08-20,Customer payment for Order 0434,25000,SALE,RECORDED
E0435,TXN0435,C106,2026-08-14,Customer payment for Order 0435,2500,SALE,RECORDED
E0436,TXN0436,C148,2026-08-13,Customer payment for Order 0436,10000,SALE,RECORDED
E0437,TXN0437,C136,2026-08-18,Customer payment for Order 0437,5000,SALE,RECORDED
E0438,TXN0438,C104,2026-08-13,Customer payment for Order 0438,50000,SALE,RECORDED
E0439,TXN0439,C117,2026-08-20,Customer payment for Order 0439,75000,SALE,RECORDED
E0440,TXN0440,C125,2026-08-12,Customer payment for Order 0440,10000,SALE,RECORDED
E0441,TXN0441,C148,2026-08-05,Customer payment for Order 0441,5000,SALE,RECORDED
E0442,TXN0442,C132,2026-08-02,Customer payment for Order 0442,1000,SALE,RECORDED
E0443,TXN0443,C121,2026-08-16,Customer payment for Order 0443,50000,SALE,RECORDED
E0444,TXN0444,C132,2026-08-05,Customer payment for Order 0444,10000,SALE,RECORDED
E0445,TXN0445,C125,2026-08-20,Customer payment for Order 0445,7500,SALE,RECORDED
E0446,TXN0446,C132,2026-08-18,Customer payment for Order 0446,25000,SALE,RECORDED
E0447,TXN0447,C130,2026-08-01,Customer payment for Order 0447,10000,SALE,RECORDED
E0448,TXN0448,C126,2026-08-19,Customer payment for Order 0448,7500,SALE,RECORDED
E0449,TXN0449,C144,2026-08-21,Customer payment for Order 0449,1000,SALE,RECORDED
E0450,TXN0450,C141,2026-08-19,Customer payment for Order 0450,75000,SALE,RECORDED
E0451,TXN0451,C137,2026-08-16,Customer payment for Order 0451,2500,SALE,RECORDED
E0452,TXN0452,C139,2026-08-13,Customer payment for Order 0452,2500,SALE,RECORDED
E0453,TXN0453,C102,2026-08-19,Customer payment for Order 0453,1500,SALE,RECORDED
E0454,TXN0454,C120,2026-08-14,Customer payment for Order 0454,2500,SALE,RECORDED
E0455,TXN0455,C126,2026-08-17,Customer payment for Order 0455,75000,SALE,RECORDED
E0456,TXN0456,C103,2026-08-05,Customer payment for Order 0456,50000,SALE,RECORDED
E0457,TXN0457,C142,2026-08-16,Customer payment for Order 0457,50000,SALE,RECORDED
E0458,TXN0458,C129,2026-08-18,Customer payment for Order 0458,10000,SALE,RECORDED
E0459,TXN0459,C149,2026-08-21,Customer payment for Order 0459,7500,SALE,RECORDED
E0460,TXN0460,C115,2026-08-09,Customer payment for Order 0460,50000,SALE,RECORDED
E0461,TXN0461,C149,2026-08-10,Customer payment for Order 0461,5000,SALE,RECORDED
E0462,TXN0462,C120,2026-08-16,Customer payment for Order 0462,10000,SALE,RECORDED
E0463,TXN0463,C117,2026-08-10,Customer payment for Order 0463,1500,SALE,RECORDED
E0464,TXN0464,C124,2026-08-13,Customer payment for Order 0464,10000,SALE,RECORDED
E0465,TXN0465,C102,2026-08-10,Customer payment for Order 0465,1500,SALE,RECORDED
E0466,TXN0466,C141,2026-08-09,Customer payment for Order 0466,25000,SALE,RECORDED
E0467,TXN0467,C117,2026-08-18,Customer payment for Order 0467,7500,SALE,RECORDED
E0468,TXN0468,C147,2026-08-19,Customer payment for Order 0468,5000,SALE,RECORDED
E0469,TXN0469,C133,2026-08-08,Customer payment for Order 0469,5000,SALE,RECORDED
E0470,TXN0470,C121,2026-08-16,Customer payment for Order 0470,1500,SALE,RECORDED
E0471,TXN0471,C100,2026-08-18,Customer payment for Order 0471,2500,SALE,RECORDED
E0472,TXN0472,C130,2026-08-21,Customer payment for Order 0472,5000,SALE,RECORDED
E0473,TXN0473,C120,2026-08-10,Customer payment for Order 0473,1000,SALE,RECORDED
E0474,TXN0474,C136,2026-08-08,Customer payment for Order 0474,50000,SALE,RECORDED
E0475,TXN0475,C111,2026-08-14,Customer payment for Order 0475,2500,SALE,RECORDED
E0476,TXN0476,C131,2026-08-06,Customer payment for Order 0476,7500,SALE,RECORDED
E0477,TXN0477,C136,2026-08-20,Customer payment for Order 0477,1500,SALE,RECORDED
E0478,TXN0478,C129,2026-08-21,Customer payment for Order 0478,50000,SALE,RECORDED
E0479,TXN0479,C132,2026-08-15,Customer payment for Order 0479,7500,SALE,RECORDED
E0480,TXN0480,C121,2026-08-06,Customer payment for Order 0480,25000,SALE,RECORDED
E0481,TXN0481,C111,2026-08-01,Customer payment for Order 0481,10000,SALE,RECORDED
E0482,TXN0482,C143,2026-08-07,Customer payment for Order 0482,2500,SALE,RECORDED
E0483,TXN0483,C125,2026-08-14,Customer payment for Order 0483,50000,SALE,RECORDED
E0484,TXN0484,C142,2026-08-04,Customer payment for Order 0484,2500,SALE,RECORDED
E0485,TXN0485,C130,2026-08-11,Customer payment for Order 0485,5000,SALE,RECORDED
E0486,TXN0486,C115,2026-08-15,Customer payment for Order 0486,7500,SALE,RECORDED
E0487,TXN0487,C146,2026-08-19,Customer payment for Order 0487,1000,SALE,RECORDED
E0488,TXN0488,C144,2026-08-08,Customer payment for Order 0488,1000,SALE,RECORDED
E0489,TXN0489,C119,2026-08-06,Customer payment for Order 0489,15000,SALE,RECORDED
E0490,TXN0490,C149,2026-08-10,Customer payment for Order 0490,1500,SALE,RECORDED
E0491,TXN0491,C123,2026-08-20,Customer payment for Order 0491,5000,SALE,RECORDED
E0492,TXN0492,C130,2026-08-05,Customer payment for Order 0492,25000,SALE,RECORDED
E0493,TXN0493,C123,2026-08-14,Customer payment for Order 0493,50000,SALE,RECORDED
E0494,TXN0494,C113,2026-08-08,Customer payment for Order 0494,75000,SALE,RECORDED
E0495,TXN0495,C128,2026-08-17,Customer payment for Order 0495,10000,SALE,RECORDED
E0496,TXN0496,C107,2026-08-02,Customer payment for Order 0496,50000,SALE,RECORDED
E0497,TXN0497,C134,2026-08-05,Customer payment for Order 0497,2500,SALE,RECORDED
E0498,TXN0498,C128,2026-08-04,Customer payment for Order 0498,5000,SALE,RECORDED
E0499,TXN0499,C105,2026-08-17,Customer payment for Order 0499,25000,SALE,RECORDED
E0500,TXN0500,C108,2026-08-17,Customer payment for Order 0500,15000,SALE,RECORDED
