invoice_id,transaction_id,customer_id,invoice_date,invoice_amount,tax_amount,refund_amount,invoice_status,refund_date,payment_status
INV0326,TXN0326,C103,2026-08-15,1500,270.0,0.0,PARTIAL,,PARTIAL
INV0327,TXN0327,C145,2026-08-03,50000,9000.0,0.0,PAID,,PAID
INV0328,TXN0328,C115,2026-08-15,25000,4500.0,0.0,PAID,,PAID
INV0329,TXN0329,C110,2026-08-12,10000,1800.0,0.0,PAID,,PAID
INV0330,TXN0330,C149,2026-08-11,75000,13500.0,0.0,PAID,,PAID
INV0331,TXN0331,C141,2026-08-11,1500,270.0,0.0,PAID,,PAID
INV0332,TXN0332,C143,2026-08-13,7500,1350.0,0.0,PAID,,PAID
INV0333,TXN0333,C138,2026-08-05,10000,1800.0,0.0,PAID,,PAID
INV0334,TXN0334,C109,2026-08-12,7500,1350.0,0.0,PAID,,PAID
INV0335,TXN0335,C144,2026-08-13,2500,450.0,250.0,PAID,2026-08-14,PAID
INV0336,TXN0336,C119,2026-08-18,15000,2700.0,0.0,PAID,,PAID
INV0337,TXN0337,C108,2026-08-17,1500,270.0,0.0,PAID,,PAID
INV0338,TXN0338,C132,2026-08-12,1000,180.0,0.0,PAID,,PAID
INV0339,TXN0339,C113,2026-08-11,25000,4500.0,0.0,PAID,,PAID
INV0340,TXN0340,C109,2026-08-03,7500,1350.0,0.0,PARTIAL,,PARTIAL
INV0341,TXN0341,C132,2026-08-18,50000,9000.0,0.0,PAID,,PAID
INV0342,TXN0342,C149,2026-08-20,2500,450.0,250.0,PAID,2026-08-21,PAID
INV0343,TXN0343,C110,2026-08-06,75000,13500.0,0.0,PARTIAL,,PARTIAL
INV0344,TXN0344,C146,2026-08-15,1000,180.0,0.0,PAID,,PAID
INV0345,TXN0345,C146,2026-08-08,25000,4500.0,2500.0,PAID,2026-08-09,PAID
INV0346,TXN0346,C147,2026-08-15,5000,900.0,0.0,PAID,,PAID
INV0347,TXN0347,C130,2026-08-07,10000,1800.0,0.0,PAID,,PAID
INV0348,TXN0348,C128,2026-08-15,7500,1350.0,0.0,PAID,,PAID
INV0349,TXN0349,C133,2026-08-14,2500,450.0,0.0,PARTIAL,,PARTIAL
INV0350,TXN0350,C108,2026-08-09,1000,180.0,0.0,PAID,,PAID
INV0351,TXN0351,C135,2026-08-04,50000,9000.0,0.0,PARTIAL,,PARTIAL
INV0352,TXN0352,C105,2026-08-06,7500,1350.0,0.0,PAID,,PAID
INV0353,TXN0353,C109,2026-08-14,1500,270.0,0.0,PAID,,PAID
INV0354,TXN0354,C122,2026-08-01,15000,2700.0,0.0,PAID,,PAID
INV0355,TXN0355,C123,2026-08-08,15000,2700.0,0.0,PAID,,PAID
INV0356,TXN0356,C123,2026-08-08,1000,180.0,0.0,PAID,,PAID
INV0357,TXN0357,C145,2026-08-21,10000,1800.0,0.0,PARTIAL,,PARTIAL
INV0358,TXN0358,C102,2026-08-10,25000,4500.0,0.0,PAID,,PAID
INV0359,TXN0359,C148,2026-08-16,25000,4500.0,2500.0,PAID,2026-08-17,PAID
INV0360,TXN0360,C101,2026-08-09,5000,900.0,0.0,PARTIAL,,PARTIAL
INV0361,TXN0361,C146,2026-08-20,50000,9000.0,0.0,PAID,,PAID
INV0362,TXN0362,C115,2026-08-10,1500,270.0,0.0,PAID,,PAID
INV0363,TXN0363,C140,2026-08-20,25000,4500.0,0.0,PAID,,PAID
INV0364,TXN0364,C138,2026-08-18,1000,180.0,0.0,PAID,,PAID
INV0365,TXN0365,C115,2026-08-05,7500,1350.0,0.0,PAID,,PAID
INV0366,TXN0366,C122,2026-08-08,75000,13500.0,0.0,PAID,,PAID
INV0367,TXN0367,C142,2026-08-03,50000,9000.0,0.0,PAID,,PAID
INV0368,TXN0368,C104,2026-08-17,50000,9000.0,0.0,PAID,,PAID
INV0369,TXN0369,C135,2026-08-01,15000,2700.0,0.0,PAID,,PAID
INV0370,TXN0370,C124,2026-08-12,7500,1350.0,0.0,PAID,,PAID
INV0371,TXN0371,C104,2026-08-12,5000,900.0,0.0,PAID,,PAID
INV0372,TXN0372,C106,2026-08-19,10000,1800.0,0.0,PAID,,PAID
INV0373,TXN0373,C134,2026-08-11,2500,450.0,0.0,PARTIAL,,PARTIAL
INV0374,TXN0374,C129,2026-08-16,2500,450.0,0.0,PARTIAL,,PARTIAL
INV0375,TXN0375,C145,2026-08-15,1000,180.0,0.0,PAID,,PAID
INV0376,TXN0376,C112,2026-08-02,10000,1800.0,0.0,PAID,,PAID
INV0377,TXN0377,C134,2026-08-16,7500,1350.0,0.0,PAID,,PAID
INV0378,TXN0378,C112,2026-08-10,10000,1800.0,0.0,PAID,,PAID
INV0379,TXN0379,C121,2026-08-09,1500,270.0,0.0,PARTIAL,,PARTIAL
INV0380,TXN0380,C125,2026-08-15,15000,2700.0,0.0,PAID,,PAID
INV0381,TXN0381,C131,2026-08-16,10000,1800.0,0.0,PAID,,PAID
INV0382,TXN0382,C105,2026-08-14,1500,270.0,0.0,PAID,,PAID
INV0383,TXN0383,C134,2026-08-10,10000,1800.0,0.0,PAID,,PAID
INV0384,TXN0384,C142,2026-08-10,7500,1350.0,0.0,PAID,,PAID
INV0385,TXN0385,C127,2026-08-06,25000,4500.0,0.0,PAID,,PAID
INV0386,TXN0386,C146,2026-08-12,75000,13500.0,0.0,PAID,,PAID
INV0387,TXN0387,C117,2026-08-21,1000,180.0,0.0,PAID,,PAID
INV0388,TXN0388,C125,2026-08-12,50000,9000.0,0.0,PARTIAL,,PARTIAL
INV0389,TXN0389,C110,2026-08-01,2500,450.0,0.0,PARTIAL,,PARTIAL
INV0390,TXN0390,C128,2026-08-02,2500,450.0,0.0,PAID,,PAID
INV0391,TXN0391,C123,2026-08-12,15000,2700.0,0.0,PAID,,PAID
INV0392,TXN0392,C109,2026-08-15,10000,1800.0,0.0,PAID,,PAID
INV0393,TXN0393,C136,2026-08-05,50000,9000.0,0.0,PAID,,PAID
INV0394,TXN0394,C141,2026-08-09,5000,900.0,0.0,PAID,,PAID
INV0395,TXN0395,C101,2026-08-06,25000,4500.0,0.0,PAID,,PAID
INV0396,TXN0396,C107,2026-08-09,7500,1350.0,0.0,PAID,,PAID
INV0397,TXN0397,C139,2026-08-10,25000,4500.0,0.0,PAID,,PAID
INV0398,TXN0398,C104,2026-08-15,2500,450.0,0.0,PAID,,PAID
INV0399,TXN0399,C143,2026-08-11,10000,1800.0,0.0,PAID,,PAID
INV0400,TXN0400,C134,2026-08-10,7500,1350.0,0.0,PARTIAL,,PARTIAL
INV0401,TXN0401,C145,2026-08-21,2500,450.0,0.0,PARTIAL,,PARTIAL
INV0402,TXN0402,C114,2026-08-04,5000,900.0,0.0,PARTIAL,,PARTIAL
INV0403,TXN0403,C131,2026-08-01,10000,1800.0,1000.0,PAID,2026-08-02,PAID
INV0404,TXN0404,C129,2026-08-18,2500,450.0,250.0,PAID,2026-08-19,PAID
INV0405,TXN0405,C104,2026-08-10,15000,2700.0,0.0,PAID,,PAID
INV0406,TXN0406,C146,2026-08-16,50000,9000.0,0.0,PAID,,PAID
INV0407,TXN0407,C136,2026-08-03,2500,450.0,0.0,PAID,,PAID
INV0408,TXN0408,C141,2026-08-03,25000,4500.0,0.0,PAID,,PAID
INV0409,TXN0409,C122,2026-08-05,50000,9000.0,0.0,PAID,,PAID
INV0410,TXN0410,C149,2026-08-05,15000,2700.0,0.0,PAID,,PAID
INV0411,TXN0411,C107,2026-08-17,2500,450.0,0.0,PAID,,PAID
INV0412,TXN0412,C120,2026-08-08,10000,1800.0,0.0,PAID,,PAID
INV0413,TXN0413,C105,2026-08-09,5000,900.0,0.0,PAID,,PAID
INV0414,TXN0414,C117,2026-08-05,7500,1350.0,750.0,PAID,2026-08-06,PAID
INV0415,TXN0415,C132,2026-08-21,2500,450.0,250.0,PAID,2026-08-22,PAID
INV0416,TXN0416,C109,2026-08-06,75000,13500.0,0.0,PAID,,PAID
INV0417,TXN0417,C121,2026-08-19,1000,180.0,0.0,PARTIAL,,PARTIAL
INV0418,TXN0418,C105,2026-08-02,75000,13500.0,0.0,PAID,,PAID
INV0419,TXN0419,C149,2026-08-19,15000,2700.0,1500.0,PAID,2026-08-20,PAID
INV0420,TXN0420,C131,2026-08-21,50000,9000.0,0.0,PAID,,PAID
INV0421,TXN0421,C130,2026-08-08,15000,2700.0,0.0,PAID,,PAID
INV0422,TXN0422,C144,2026-08-02,2500,450.0,0.0,PAID,,PAID
INV0423,TXN0423,C129,2026-08-07,10000,1800.0,1000.0,PAID,2026-08-08,PAID
INV0424,TXN0424,C145,2026-08-11,10000,1800.0,0.0,PAID,,PAID
INV0425,TXN0425,C108,2026-08-12,50000,9000.0,5000.0,PAID,2026-08-13,PAID
INV0426,TXN0426,C115,2026-08-15,1500,270.0,0.0,PAID,,PAID
INV0427,TXN0427,C109,2026-08-04,1000,180.0,0.0,PAID,,PAID
INV0428,TXN0428,C139,2026-08-14,5000,900.0,0.0,PAID,,PAID
INV0429,TXN0429,C110,2026-08-11,75000,13500.0,0.0,PAID,,PAID
INV0430,TXN0430,C148,2026-08-06,25000,4500.0,0.0,PAID,,PAID
INV0431,TXN0431,C129,2026-08-16,7500,1350.0,0.0,PAID,,PAID
INV0432,TXN0432,C125,2026-08-17,25000,4500.0,0.0,PAID,,PAID
INV0433,TXN0433,C113,2026-08-19,10000,1800.0,0.0,PAID,,PAID
INV0434,TXN0434,C131,2026-08-20,25000,4500.0,0.0,PAID,,PAID
INV0435,TXN0435,C106,2026-08-14,2500,450.0,0.0,PAID,,PAID
INV0436,TXN0436,C148,2026-08-13,10000,1800.0,0.0,PAID,,PAID
INV0437,TXN0437,C136,2026-08-18,5000,900.0,0.0,PAID,,PAID
INV0438,TXN0438,C104,2026-08-13,50000,9000.0,0.0,PAID,,PAID
INV0439,TXN0439,C117,2026-08-20,75000,13500.0,0.0,PAID,,PAID
INV0440,TXN0440,C125,2026-08-12,10000,1800.0,1000.0,PAID,2026-08-13,PAID
INV0441,TXN0441,C148,2026-08-05,5000,900.0,500.0,PAID,2026-08-06,PAID
INV0442,TXN0442,C132,2026-08-02,1000,180.0,0.0,PAID,,PAID
INV0443,TXN0443,C121,2026-08-16,50000,9000.0,0.0,PAID,,PAID
INV0444,TXN0444,C132,2026-08-05,10000,1800.0,0.0,PAID,,PAID
INV0445,TXN0445,C125,2026-08-20,7500,1350.0,750.0,PAID,2026-08-21,PAID
INV0446,TXN0446,C132,2026-08-18,25000,4500.0,0.0,PAID,,PAID
INV0447,TXN0447,C130,2026-08-01,10000,1800.0,0.0,PAID,,PAID
INV0448,TXN0448,C126,2026-08-19,7500,1350.0,0.0,PARTIAL,,PARTIAL
INV0449,TXN0449,C144,2026-08-21,1000,180.0,100.0,PAID,2026-08-22,PAID
INV0450,TXN0450,C141,2026-08-19,75000,13500.0,0.0,PAID,,PAID
INV0451,TXN0451,C137,2026-08-16,2500,450.0,0.0,PAID,,PAID
INV0452,TXN0452,C139,2026-08-13,2500,450.0,0.0,PARTIAL,,PARTIAL
INV0453,TXN0453,C102,2026-08-19,1500,270.0,0.0,PAID,,PAID
INV0454,TXN0454,C120,2026-08-14,2500,450.0,0.0,PAID,,PAID
INV0455,TXN0455,C126,2026-08-17,75000,13500.0,0.0,PAID,,PAID
INV0456,TXN0456,C103,2026-08-05,50000,9000.0,0.0,PAID,,PAID
INV0457,TXN0457,C142,2026-08-16,50000,9000.0,0.0,PAID,,PAID
INV0458,TXN0458,C129,2026-08-18,10000,1800.0,0.0,PAID,,PAID
INV0459,TXN0459,C149,2026-08-21,7500,1350.0,750.0,PAID,2026-08-22,PAID
INV0460,TXN0460,C115,2026-08-09,50000,9000.0,0.0,PAID,,PAID
INV0461,TXN0461,C149,2026-08-10,5000,900.0,0.0,PAID,,PAID
INV0462,TXN0462,C120,2026-08-16,10000,1800.0,1000.0,PAID,2026-08-17,PAID
INV0463,TXN0463,C117,2026-08-10,1500,270.0,150.0,PAID,2026-08-11,PAID
INV0464,TXN0464,C124,2026-08-13,10000,1800.0,0.0,PAID,,PAID
INV0465,TXN0465,C102,2026-08-10,1500,270.0,0.0,PAID,,PAID
INV0466,TXN0466,C141,2026-08-09,25000,4500.0,0.0,PAID,,PAID
INV0467,TXN0467,C117,2026-08-18,7500,1350.0,0.0,PAID,,PAID
INV0468,TXN0468,C147,2026-08-19,5000,900.0,0.0,PAID,,PAID
INV0469,TXN0469,C133,2026-08-08,5000,900.0,0.0,PAID,,PAID
INV0470,TXN0470,C121,2026-08-16,1500,270.0,0.0,PAID,,PAID
INV0471,TXN0471,C100,2026-08-18,2500,450.0,0.0,PAID,,PAID
INV0472,TXN0472,C130,2026-08-21,5000,900.0,0.0,PAID,,PAID
INV0473,TXN0473,C120,2026-08-10,1000,180.0,0.0,PAID,,PAID
INV0474,TXN0474,C136,2026-08-08,50000,9000.0,0.0,PAID,,PAID
INV0475,TXN0475,C111,2026-08-14,2500,450.0,0.0,PAID,,PAID
INV0476,TXN0476,C131,2026-08-06,7500,1350.0,0.0,PAID,,PAID
INV0477,TXN0477,C136,2026-08-20,1500,270.0,0.0,PAID,,PAID
INV0478,TXN0478,C129,2026-08-21,50000,9000.0,0.0,PAID,,PAID
INV0479,TXN0479,C132,2026-08-15,7500,1350.0,0.0,PAID,,PAID
INV0480,TXN0480,C121,2026-08-06,25000,4500.0,0.0,PAID,,PAID
INV0481,TXN0481,C111,2026-08-01,10000,1800.0,0.0,PARTIAL,,PARTIAL
INV0482,TXN0482,C143,2026-08-07,2500,450.0,250.0,PAID,2026-08-08,PAID
INV0483,TXN0483,C125,2026-08-14,50000,9000.0,0.0,PAID,,PAID
INV0484,TXN0484,C142,2026-08-04,2500,450.0,0.0,PAID,,PAID
INV0485,TXN0485,C130,2026-08-11,5000,900.0,0.0,PAID,,PAID
INV0486,TXN0486,C115,2026-08-15,7500,1350.0,0.0,PAID,,PAID
INV0487,TXN0487,C146,2026-08-19,1000,180.0,0.0,PAID,,PAID
INV0488,TXN0488,C144,2026-08-08,1000,180.0,0.0,PAID,,PAID
INV0489,TXN0489,C119,2026-08-06,15000,2700.0,0.0,PAID,,PAID
INV0490,TXN0490,C149,2026-08-10,1500,270.0,0.0,PAID,,PAID
INV0491,TXN0491,C123,2026-08-20,5000,900.0,0.0,PAID,,PAID
INV0492,TXN0492,C130,2026-08-05,25000,4500.0,0.0,PAID,,PAID
INV0493,TXN0493,C123,2026-08-14,50000,9000.0,0.0,PAID,,PAID
INV0494,TXN0494,C113,2026-08-08,75000,13500.0,0.0,PAID,,PAID
INV0495,TXN0495,C128,2026-08-17,10000,1800.0,0.0,PAID,,PAID
INV0496,TXN0496,C107,2026-08-02,50000,9000.0,0.0,PAID,,PAID
INV0497,TXN0497,C134,2026-08-05,2500,450.0,0.0,PAID,,PAID
INV0498,TXN0498,C128,2026-08-04,5000,900.0,0.0,PAID,,PAID
INV0499,TXN0499,C105,2026-08-17,25000,4500.0,0.0,PARTIAL,,PARTIAL
INV0500,TXN0500,C108,2026-08-17,15000,2700.0,0.0,PAID,,PAID
