bank_transaction_id,reference,transaction_date,description,credit,debit,balance
BANK0301,RZP-TXN030X,2026-08-08,Payment settlement TXN0301,2500.0,0,251753
BANK0302,RZP-TXN0302,2026-08-05,Payment settlement TXN0302,980.0,0,325787
BANK0303,RZP-TXN0303,2026-08-06,Payment settlement TXN0303,14700.0,0,220644
BANK0304,RZP-TXN0304,2026-08-19,Payment settlement TXN0304,10000.0,0,489043
BANK0305,RZP-TXN0305,2026-08-15,Payment settlement TXN0305,980.0,0,140822
BANK0306,RZP-TXN0306,2026-08-20,Payment settlement TXN0306,13500.0,0,471981
BANK0307,RZP-TXN0307,2026-08-15,Payment settlement TXN0307,7500.0,0,110934
BANK0308,RZP-TXN0308,2026-08-07,Payment settlement TXN0308,73500.0,0,461554
BANK0309,RZP-TXN0309,2026-08-04,Payment settlement TXN0309,9000.0,0,227567
BANK0310,RZP-TXN0310,2026-08-20,Payment settlement TXN0310,14700.0,0,307495
BANK0311,RZP-TXN0311,2026-08-12,Payment settlement TXN0311,5000.0,0,188149
BANK0312,RZP-TXN0312,2026-08-18,Payment settlement TXN0312,1470.0,0,201661
BANK0313,RZP-TXN031X,2026-08-13,Payment settlement TXN0313,10000.0,0,438398
BANK0314,RZP-TXN0314,2026-08-09,Payment settlement TXN0314,1500.0,0,203427
BANK0315,RZP-TXN031X,2026-08-21,Payment settlement TXN0315,2500.0,0,443675
BANK0316,RZP-TXN0316,2026-08-07,Payment settlement TXN0316,24500.0,0,395559
BANK0317,RZP-TXN0317,2026-08-22,Payment settlement TXN0317,25000.0,0,395956
BANK0318,RZP-TXN0318,2026-08-22,Payment settlement TXN0318,75000.0,0,428842
BANK0319,RZP-TXN0319,2026-08-06,Payment settlement TXN0319,25000.0,0,331844
BANK0320,RZP-TXN0320,2026-08-11,Payment settlement TXN0320,6750.0,0,284519
BANK0321,RZP-TXN0321,2026-08-04,Payment settlement TXN0321,7350.0,0,119717
BANK0322,RZP-TXN0322,2026-08-13,Payment settlement TXN0322,7500.0,0,147341
BANK0323,RZP-TXN0323,2026-08-21,Payment settlement TXN0323,50000.0,0,404259
BANK0324_1,RZP-TXN0324-1,2026-08-03,Payment settlement TXN0324 - Part 1,15000.0,0,399712
BANK0324_2,RZP-TXN0324-2,2026-08-03,Payment settlement TXN0324 - Part 2,10000.0,0,441750
BANK0325,RZP-TXN0325,2026-08-12,Payment settlement TXN0325,73500.0,0,179094
BANK0326,RZP-TXN0326,2026-08-16,Payment settlement TXN0326,900.0,0,280060
BANK0327,RZP-TXN0327,2026-08-06,Payment settlement TXN0327,50000.0,0,120521
BANK0328,RZP-TXN0328,2026-08-16,Payment settlement TXN0328,24500.0,0,419713
BANK0329,RZP-TXN0329,2026-08-13,Payment settlement TXN0329,9000.0,0,314312
BANK0330,RZP-TXN0330,2026-08-12,Payment settlement TXN0330,75000.0,0,430766
BANK0331,RZP-TXN0331,2026-08-12,Payment settlement TXN0331,1500.0,0,392533
BANK0332,RZP-TXN0332,2026-08-14,Payment settlement TXN0332,7500.0,0,444228
BANK0333,RZP-TXN0333,2026-08-06,Payment settlement TXN0333,10000.0,0,447923
BANK0335,RZP-TXN0335,2026-08-14,Payment settlement TXN0335,2250.0,0,144417
BANK0336,RZP-TXN0336,2026-08-21,Payment settlement TXN0336,15000.0,0,272216
BANK0337,RZP-TXN0337,2026-08-20,Payment settlement TXN0337,1500.0,0,321986
BANK0338,RZP-TXN0338,2026-08-13,Payment settlement TXN0338,1000.0,0,194509
BANK0339,RZP-TXN0339,2026-08-12,Payment settlement TXN0339,25000.0,0,172123
BANK0340,RZP-TXN0340,2026-08-04,Payment settlement TXN0340,4500.0,0,153026
BANK0341,RZP-TXN0341,2026-08-19,Payment settlement TXN0341,50000.0,0,276561
BANK0342,RZP-TXN0342,2026-08-21,Payment settlement TXN0342,2250.0,0,180872
BANK0343,RZP-TXN0343,2026-08-07,Payment settlement TXN0343,45000.0,0,186790
BANK0344,RZP-TXN0344,2026-08-16,Payment settlement TXN0344,1000.0,0,454608
BANK0345,RZP-TXN0345,2026-08-09,Payment settlement TXN0345,22500.0,0,494469
BANK0346,RZP-TXN0346,2026-08-16,Payment settlement TXN0346,4900.0,0,262250
BANK0347,RZP-TXN0347,2026-08-10,Payment settlement TXN0347,10000.0,0,399064
BANK0348,RZP-TXN034X,2026-08-16,Payment settlement TXN0348,7500.0,0,363667
BANK0349,RZP-TXN0349,2026-08-15,Payment settlement TXN0349,1500.0,0,417017
BANK0350,RZP-TXN0350,2026-08-12,Payment settlement TXN0350,1000.0,0,294622
BANK0351,RZP-TXN0351,2026-08-05,Payment settlement TXN0351,30000.0,0,249455
BANK0352,RZP-TXN0352,2026-08-07,Payment settlement TXN0352,7500.0,0,369144
BANK0353,RZP-TXN0353,2026-08-15,Payment settlement TXN0353,1000.0,0,336520
BANK0354,RZP-TXN0354,2026-08-02,Payment settlement TXN0354,15000.0,0,363196
BANK0356,RZP-TXN0356,2026-08-09,Payment settlement TXN0356,1000.0,0,151948
BANK0357,RZP-TXN0357,2026-08-22,Payment settlement TXN0357,6000.0,0,172141
BANK0358,RZP-TXN0358,2026-08-13,Payment settlement TXN0358,25000.0,0,172767
BANK0359,RZP-TXN0359,2026-08-17,Payment settlement TXN0359,22500.0,0,141537
BANK0360,RZP-TXN0360,2026-08-10,Payment settlement TXN0360,3000.0,0,387731
BANK0361,RZP-TXN0361,2026-08-21,Payment settlement TXN0361,50000.0,0,251048
BANK0362,RZP-TXN0362,2026-08-11,Payment settlement TXN0362,1500.0,0,320109
BANK0363,RZP-TXN0363,2026-08-21,Payment settlement TXN0363,25000.0,0,362054
BANK0364,RZP-TXN0364,2026-08-21,Payment settlement TXN0364,1000.0,0,401490
BANK0365,RZP-TXN0365,2026-08-06,Payment settlement TXN0365,7500.0,0,422337
BANK0366,RZP-TXN0366,2026-08-09,Payment settlement TXN0366,75000.0,0,448321
BANK0368,RZP-TXN0368,2026-08-18,Payment settlement TXN0368,49000.0,0,366140
BANK0369_1,RZP-TXN0369-1,2026-08-02,Payment settlement TXN0369 - Part 1,9000.0,0,122824
BANK0369_2,RZP-TXN0369-2,2026-08-02,Payment settlement TXN0369 - Part 2,6000.0,0,433274
BANK0370,RZP-TXN037X,2026-08-13,Payment settlement TXN0370,7500.0,0,287220
BANK0371,RZP-TXN037X,2026-08-13,Payment settlement TXN0371,5000.0,0,429387
BANK0372,RZP-TXN0372,2026-08-20,Payment settlement TXN0372,10000.0,0,284706
BANK0373,RZP-TXN0373,2026-08-12,Payment settlement TXN0373,1500.0,0,458970
BANK0374,RZP-TXN0374,2026-08-17,Payment settlement TXN0374,1500.0,0,133082
BANK0375,RZP-TXN0375,2026-08-16,Payment settlement TXN0375,1000.0,0,122967
BANK0376,RZP-TXN0376,2026-08-03,Payment settlement TXN0376,8000.0,0,308784
BANK0377,RZP-TXN0377,2026-08-17,Payment settlement TXN0377,7500.0,0,439162
BANK0378_1,RZP-TXN0378-1,2026-08-11,Payment settlement TXN0378 - Part 1,6000.0,0,125063
BANK0378_2,RZP-TXN0378-2,2026-08-11,Payment settlement TXN0378 - Part 2,4000.0,0,443792
BANK0379,RZP-TXN0379,2026-08-10,Payment settlement TXN0379,900.0,0,329088
BANK0380,RZP-TXN0380,2026-08-16,Payment settlement TXN0380,15000.0,0,197946
BANK0381,RZP-TXN0381,2026-08-17,Payment settlement TXN0381,8000.0,0,239838
BANK0382,RZP-TXN0382,2026-08-15,Payment settlement TXN0382,1500.0,0,194611
BANK0383,RZP-TXN0383,2026-08-11,Payment settlement TXN0383,10000.0,0,271924
BANK0384,RZP-TXN0384,2026-08-11,Payment settlement TXN0384,7500.0,0,476262
BANK0385,RZP-TXN0385,2026-08-07,Payment settlement TXN0385,25000.0,0,122206
BANK0387,RZP-TXN0387,2026-08-22,Payment settlement TXN0387,1000.0,0,434240
BANK0388,RZP-TXN0388,2026-08-13,Payment settlement TXN0388,30000.0,0,456206
BANK0389,RZP-TXN0389,2026-08-02,Payment settlement TXN0389,1500.0,0,455513
BANK0390,RZP-TXN0390,2026-08-03,Payment settlement TXN0390,2500.0,0,438251
BANK0391,RZP-TXN0391,2026-08-13,Payment settlement TXN0391,14500.0,0,417243
BANK0392,RZP-TXN0392,2026-08-16,Payment settlement TXN0392,10000.0,0,140310
BANK0393,RZP-TXN0393,2026-08-06,Payment settlement TXN0393,50000.0,0,264828
BANK0395,RZP-TXN0395,2026-08-07,Payment settlement TXN0395,24500.0,0,394478
BANK0396,RZP-TXN0396,2026-08-12,Payment settlement TXN0396,7500.0,0,212496
BANK0397,RZP-TXN0397,2026-08-11,Payment settlement TXN0397,25000.0,0,171160
BANK0398_1,RZP-TXN0398-1,2026-08-16,Payment settlement TXN0398 - Part 1,1500.0,0,333366
BANK0398_2,RZP-TXN0398-2,2026-08-16,Payment settlement TXN0398 - Part 2,1000.0,0,146027
BANK0399,RZP-TXN0399,2026-08-14,Payment settlement TXN0399,10000.0,0,388356
BANK0400,RZP-TXN0400,2026-08-11,Payment settlement TXN0400,4500.0,0,473192
BANK0401,RZP-TXN0401,2026-08-22,Payment settlement TXN0401,1500.0,0,366734
BANK0402,RZP-TXN0402,2026-08-05,Payment settlement TXN0402,3000.0,0,224117
BANK0403,RZP-TXN0403,2026-08-02,Payment settlement TXN0403,9000.0,0,293415
BANK0404,RZP-TXN0404,2026-08-19,Payment settlement TXN0404,2250.0,0,145201
BANK0406,RZP-TXN0406,2026-08-17,Payment settlement TXN0406,50000.0,0,314661
BANK0408,RZP-TXN0408,2026-08-04,Payment settlement TXN0408,24500.0,0,371245
BANK0409,RZP-TXN0409,2026-08-08,Payment settlement TXN0409,50000.0,0,195401
BANK0410,RZP-TXN0410,2026-08-06,Payment settlement TXN0410,14700.0,0,129052
BANK0411,RZP-TXN0411,2026-08-18,Payment settlement TXN0411,2500.0,0,184917
BANK0412,RZP-TXN0412,2026-08-09,Payment settlement TXN0412,8000.0,0,248923
BANK0413,RZP-TXN0413,2026-08-12,Payment settlement TXN0413,5000.0,0,388799
BANK0414,RZP-TXN0414,2026-08-06,Payment settlement TXN0414,6750.0,0,148983
BANK0415,RZP-TXN0415,2026-08-22,Payment settlement TXN0415,2250.0,0,404425
BANK0416,RZP-TXN041X,2026-08-07,Payment settlement TXN0416,75000.0,0,417267
BANK0417,RZP-TXN0417,2026-08-20,Payment settlement TXN0417,600.0,0,114875
BANK0418,RZP-TXN0418,2026-08-03,Payment settlement TXN0418,75000.0,0,210524
BANK0419,RZP-TXN0419,2026-08-20,Payment settlement TXN0419,13500.0,0,115878
BANK0420,RZP-TXN0420,2026-08-22,Payment settlement TXN0420,50000.0,0,258384
BANK0421,RZP-TXN0421,2026-08-09,Payment settlement TXN0421,15000.0,0,138258
BANK0422,RZP-TXN0422,2026-08-03,Payment settlement TXN0422,2500.0,0,353887
BANK0423,RZP-TXN0423,2026-08-08,Payment settlement TXN0423,9000.0,0,263883
BANK0425,RZP-TXN0425,2026-08-13,Payment settlement TXN0425,45000.0,0,267308
BANK0426,RZP-TXN0426,2026-08-16,Payment settlement TXN0426,1500.0,0,229980
BANK0427,RZP-TXN0427,2026-08-05,Payment settlement TXN0427,1000.0,0,301405
BANK0429,RZP-TXN042X,2026-08-12,Payment settlement TXN0429,75000.0,0,199527
BANK0431,RZP-TXN0431,2026-08-17,Payment settlement TXN0431,7350.0,0,147211
BANK0433,RZP-TXN0433,2026-08-20,Payment settlement TXN0433,10000.0,0,247511
BANK0434,RZP-TXN0434,2026-08-21,Payment settlement TXN0434,25000.0,0,104287
BANK0435_1,RZP-TXN0435-1,2026-08-15,Payment settlement TXN0435 - Part 1,1500.0,0,481423
BANK0435_2,RZP-TXN0435-2,2026-08-15,Payment settlement TXN0435 - Part 2,1000.0,0,291772
BANK0436,RZP-TXN0436,2026-08-14,Payment settlement TXN0436,10000.0,0,126821
BANK0437,RZP-TXN0437,2026-08-19,Payment settlement TXN0437,5000.0,0,251310
BANK0438,RZP-TXN0438,2026-08-14,Payment settlement TXN0438,49000.0,0,388283
BANK0439,RZP-TXN0439,2026-08-21,Payment settlement TXN0439,75000.0,0,150688
BANK0440,RZP-TXN0440,2026-08-13,Payment settlement TXN0440,9000.0,0,291683
BANK0441,RZP-TXN0441,2026-08-06,Payment settlement TXN0441,4500.0,0,310442
BANK0442,RZP-TXN0442,2026-08-03,Payment settlement TXN0442,1000.0,0,474127
BANK0443,RZP-TXN0443,2026-08-17,Payment settlement TXN0443,49000.0,0,417855
BANK0444,RZP-TXN0444,2026-08-06,Payment settlement TXN0444,9000.0,0,185197
BANK0445,RZP-TXN0445,2026-08-21,Payment settlement TXN0445,6750.0,0,365979
BANK0446,RZP-TXN0446,2026-08-21,Payment settlement TXN0446,25000.0,0,257176
BANK0447,RZP-TXN0447,2026-08-02,Payment settlement TXN0447,10000.0,0,157464
BANK0448,RZP-TXN0448,2026-08-20,Payment settlement TXN0448,4500.0,0,480278
BANK0449,RZP-TXN0449,2026-08-22,Payment settlement TXN0449,900.0,0,239214
BANK0450,RZP-TXN0450,2026-08-20,Payment settlement TXN0450,75000.0,0,126924
BANK0451,RZP-TXN0451,2026-08-17,Payment settlement TXN0451,2450.0,0,478107
BANK0452,RZP-TXN0452,2026-08-14,Payment settlement TXN0452,1500.0,0,226980
BANK0453,RZP-TXN0453,2026-08-20,Payment settlement TXN0453,1500.0,0,331231
BANK0454,RZP-TXN0454,2026-08-15,Payment settlement TXN0454,2500.0,0,206897
BANK0455,RZP-TXN0455,2026-08-18,Payment settlement TXN0455,73000.0,0,481368
BANK0456,RZP-TXN0456,2026-08-06,Payment settlement TXN0456,50000.0,0,270419
BANK0457,RZP-TXN0457,2026-08-17,Payment settlement TXN0457,50000.0,0,190797
BANK0458,RZP-TXN0458,2026-08-19,Payment settlement TXN0458,9800.0,0,454349
BANK0459,RZP-TXN0459,2026-08-22,Payment settlement TXN0459,6750.0,0,200801
BANK0460,RZP-TXN0460,2026-08-10,Payment settlement TXN0460,50000.0,0,256035
BANK0461,RZP-TXN0461,2026-08-13,Payment settlement TXN0461,5000.0,0,356378
BANK0462,RZP-TXN0462,2026-08-17,Payment settlement TXN0462,9000.0,0,478359
BANK0463,RZP-TXN0463,2026-08-11,Payment settlement TXN0463,1350.0,0,384788
BANK0464,RZP-TXN0464,2026-08-14,Payment settlement TXN0464,9500.0,0,252280
BANK0465,RZP-TXN0465,2026-08-11,Payment settlement TXN0465,1500.0,0,331932
BANK0466,RZP-TXN0466,2026-08-10,Payment settlement TXN0466,25000.0,0,382369
BANK0467,RZP-TXN0467,2026-08-19,Payment settlement TXN0467,7500.0,0,422792
BANK0468,RZP-TXN0468,2026-08-20,Payment settlement TXN0468,5000.0,0,451185
BANK0469,RZP-TXN0469,2026-08-09,Payment settlement TXN0469,5000.0,0,316688
BANK0470,RZP-TXN0470,2026-08-19,Payment settlement TXN0470,1500.0,0,172072
BANK0471,RZP-TXN0471,2026-08-19,Payment settlement TXN0471,2500.0,0,349403
BANK0472,RZP-TXN047X,2026-08-22,Payment settlement TXN0472,5000.0,0,250599
BANK0473_1,RZP-TXN0473-1,2026-08-11,Payment settlement TXN0473 - Part 1,600.0,0,146903
BANK0473_2,RZP-TXN0473-2,2026-08-11,Payment settlement TXN0473 - Part 2,400.0,0,441992
BANK0474,RZP-TXN047X,2026-08-09,Payment settlement TXN0474,50000.0,0,119555
BANK0475,RZP-TXN0475,2026-08-15,Payment settlement TXN0475,2000.0,0,308139
BANK0476_1,RZP-TXN0476-1,2026-08-07,Payment settlement TXN0476 - Part 1,4500.0,0,104858
BANK0476_2,RZP-TXN0476-2,2026-08-07,Payment settlement TXN0476 - Part 2,3000.0,0,256443
BANK0477,RZP-TXN0477,2026-08-21,Payment settlement TXN0477,500.0,0,249192
BANK0478,RZP-TXN0478,2026-08-22,Payment settlement TXN0478,49000.0,0,170359
BANK0479,RZP-TXN0479,2026-08-16,Payment settlement TXN0479,7500.0,0,159059
BANK0480,RZP-TXN0480,2026-08-09,Payment settlement TXN0480,25000.0,0,476752
BANK0481,RZP-TXN0481,2026-08-02,Payment settlement TXN0481,6000.0,0,397680
BANK0482,RZP-TXN0482,2026-08-08,Payment settlement TXN0482,2250.0,0,434876
BANK0483,RZP-TXN0483,2026-08-15,Payment settlement TXN0483,50000.0,0,310152
BANK0485,RZP-TXN0485,2026-08-12,Payment settlement TXN0485,5000.0,0,301103
BANK0486,RZP-TXN0486,2026-08-16,Payment settlement TXN0486,6500.0,0,405377
BANK0487,RZP-TXN0487,2026-08-20,Payment settlement TXN0487,1000.0,0,288508
BANK0488,RZP-TXN0488,2026-08-11,Payment settlement TXN0488,1000.0,0,344001
BANK0489,RZP-TXN0489,2026-08-09,Payment settlement TXN0489,15000.0,0,468866
BANK0490,RZP-TXN0490,2026-08-13,Payment settlement TXN0490,1500.0,0,254684
BANK0491,RZP-TXN0491,2026-08-21,Payment settlement TXN0491,5000.0,0,170028
BANK0492,RZP-TXN049X,2026-08-06,Payment settlement TXN0492,25000.0,0,417581
BANK0493,RZP-TXN0493,2026-08-15,Payment settlement TXN0493,48000.0,0,448176
BANK0494_1,RZP-TXN0494-1,2026-08-09,Payment settlement TXN0494 - Part 1,45000.0,0,142923
BANK0494_2,RZP-TXN0494-2,2026-08-09,Payment settlement TXN0494 - Part 2,30000.0,0,375516
BANK0495,RZP-TXN0495,2026-08-18,Payment settlement TXN0495,10000.0,0,395786
BANK0496_1,RZP-TXN0496-1,2026-08-03,Payment settlement TXN0496 - Part 1,30000.0,0,205988
BANK0496_2,RZP-TXN0496-2,2026-08-03,Payment settlement TXN0496 - Part 2,20000.0,0,400260
BANK0497,RZP-TXN0497,2026-08-06,Payment settlement TXN0497,2500.0,0,372808
BANK0498,RZP-TXN049X,2026-08-05,Payment settlement TXN0498,5000.0,0,356286
BANK0499,RZP-TXN0499,2026-08-18,Payment settlement TXN0499,15000.0,0,337729
BANK0500,RZP-TXN0500,2026-08-18,Payment settlement TXN0500,14700.0,0,130270
