payment_id,settlement_id,transaction_id,customer_id,payment_date,gross_amount,fee,refund_amount,net_settlement,settlement_date,settlement_status,reference
PAY0195,SET0195,TXN0195,C132,2026-08-01,50000.0,1000.0,0.0,49000.0,2026-08-02,SETTLED,RZP-TXN0195
PAY0196,SET0196,TXN0196,C112,2026-08-17,10000.0,0.0,1000.0,9000.0,2026-08-18,SETTLED,RZP-TXN0196
PAY0197,SET0197,TXN0197,C140,2026-08-15,1000.0,0.0,0.0,1000.0,2026-08-16,SETTLED,RZP-TXN0197
PAY0198,SET0198_1,TXN0198,C108,2026-08-10,15000.0,0.0,0.0,15000.0,2026-08-11,SETTLED,RZP-TXN0198-1
PAY0198,SET0198_2,TXN0198,C108,2026-08-10,10000.0,0.0,0.0,10000.0,2026-08-11,SETTLED,RZP-TXN0198-2
PAY0199,SET0199,TXN0199,C101,2026-08-21,75000.0,0.0,0.0,45000.0,2026-08-22,SETTLED,RZP-TXN0199
PAY0200,SET0200,TXN0200,C110,2026-08-10,50000.0,0.0,0.0,50000.0,2026-08-11,SETTLED,RZP-TXN0200
PAY0201,SET0201,TXN0201,C105,2026-08-08,1500.0,30.0,0.0,1470.0,2026-08-09,SETTLED,RZP-TXN0201
PAY0202,SET0202,TXN0202,C141,2026-08-05,25000.0,0.0,0.0,24000.0,2026-08-06,SETTLED,RZP-TXN0202
PAY0203,SET0203,TXN0203,C145,2026-08-09,15000.0,0.0,0.0,9000.0,2026-08-10,SETTLED,RZP-TXN0203
PAY0204,SET0204,TXN0204,C115,2026-08-15,50000.0,0.0,0.0,50000.0,2026-08-16,SETTLED,RZP-TXN0204
PAY0205,SET0205_1,TXN0205,C138,2026-08-17,1500.0,0.0,0.0,1500.0,2026-08-18,SETTLED,RZP-TXN0205-1
PAY0205,SET0205_2,TXN0205,C138,2026-08-17,1000.0,0.0,0.0,1000.0,2026-08-18,SETTLED,RZP-TXN0205-2
PAY0206,SET0206,TXN0206,C121,2026-08-17,7500.0,0.0,0.0,4500.0,2026-08-18,SETTLED,RZP-TXN0206
PAY0207,SET0207,TXN0207,C146,2026-08-10,75000.0,0.0,7500.0,67500.0,2026-08-11,SETTLED,RZP-TXN0207
PAY0208,SET0208,TXN0208,C131,2026-08-05,25000.0,500.0,0.0,24500.0,2026-08-06,SETTLED,RZP-TXN0208
PAY0209,SET0209,TXN0209,C121,2026-08-18,50000.0,0.0,0.0,50000.0,2026-08-19,SETTLED,RZP-TXN0209
PAY0210,SET0210,TXN0210,C112,2026-08-08,75000.0,0.0,0.0,75000.0,2026-08-09,SETTLED,RZP-TXN0210
PAY0211,SET0211,TXN0211,C102,2026-08-11,25000.0,0.0,0.0,25000.0,2026-08-14,SETTLED,RZP-TXN0211
PAY0212,SET0212,TXN0212,C124,2026-08-21,2500.0,50.0,0.0,2450.0,2026-08-22,SETTLED,RZP-TXN0212
PAY0213,SET0213,TXN0213,C108,2026-08-17,75000.0,0.0,0.0,75000.0,2026-08-18,SETTLED,RZP-TXN0213
PAY0214,SET0214,TXN0214,C128,2026-08-04,50000.0,0.0,0.0,49500.0,2026-08-05,SETTLED,RZP-TXN0214
PAY0215,SET0215,TXN0215,C109,2026-08-14,2500.0,0.0,0.0,2500.0,2026-08-15,SETTLED,RZP-TXN0215
PAY0216,SET0216,TXN0216,C121,2026-08-20,15000.0,0.0,0.0,15000.0,2026-08-23,SETTLED,RZP-TXN0216
PAY0217,SET0217,TXN0217,C143,2026-08-18,15000.0,0.0,0.0,13000.0,2026-08-19,SETTLED,RZP-TXN0217
PAY0218,SET0218,TXN0218,C148,2026-08-16,50000.0,0.0,0.0,50000.0,2026-08-17,SETTLED,RZP-TXN0218
PAY0219,SET0219,TXN0219,C115,2026-08-21,7500.0,0.0,0.0,7500.0,2026-08-22,SETTLED,RZP-TXN0219
PAY0220,SET0220,TXN0220,C147,2026-08-03,15000.0,0.0,0.0,15000.0,2026-08-04,SETTLED,RZP-TXN0220
PAY0221,SET0221,TXN0221,C148,2026-08-21,1500.0,0.0,0.0,1500.0,2026-08-22,SETTLED,RZP-TXN0221
PAY0222,SET0222,TXN0222,C119,2026-08-01,1000.0,0.0,0.0,1000.0,2026-08-02,SETTLED,RZP-TXN0222
PAY0223,SET0223,TXN0223,C118,2026-08-12,10000.0,0.0,0.0,10000.0,2026-08-13,SETTLED,RZP-TXN0223
PAY0224,SET0224,TXN0224,C133,2026-08-14,75000.0,0.0,0.0,75000.0,2026-08-17,SETTLED,RZP-TXN0224
PAY0225,SET0225,TXN0225,C110,2026-08-06,1500.0,0.0,150.0,1350.0,2026-08-07,SETTLED,RZP-TXN0225
PAY0226,SET0226,TXN0226,C139,2026-08-08,25000.0,0.0,0.0,24500.0,2026-08-09,SETTLED,RZP-TXN0226
PAY0227,SET0227,TXN0227,C129,2026-08-21,7500.0,150.0,0.0,7350.0,2026-08-22,SETTLED,RZP-TXN0227
PAY0228,SET0228,TXN0228,C100,2026-08-15,7500.0,0.0,0.0,7500.0,2026-08-18,SETTLED,RZP-TXN0228
PAY0229,SET0229,TXN0229,C104,2026-08-15,10000.0,0.0,0.0,10000.0,2026-08-16,SETTLED,RZP-TXN0229
PAY0230,SET0230,TXN0230,C119,2026-08-21,15000.0,0.0,0.0,15000.0,2026-08-24,SETTLED,RZP-TXN0230
PAY0231,SET0231,TXN0231,C119,2026-08-07,15000.0,0.0,0.0,9000.0,2026-08-08,SETTLED,RZP-TXN0231
PAY0232,SET0232,TXN0232,C115,2026-08-13,75000.0,0.0,0.0,75000.0,2026-08-14,SETTLED,RZP-TXN0232
PAY0233,SET0233,TXN0233,C144,2026-08-10,1000.0,0.0,0.0,1000.0,2026-08-11,SETTLED,RZP-TXN0233
PAY0234,SET0234,TXN0234,C142,2026-08-13,7500.0,0.0,0.0,7500.0,2026-08-14,SETTLED,RZP-TXN0234
PAY0235,SET0235,TXN0235,C149,2026-08-02,75000.0,0.0,0.0,75000.0,2026-08-03,SETTLED,RZP-TXN023X
PAY0236,SET0236,TXN0236,C149,2026-08-08,75000.0,0.0,0.0,45000.0,2026-08-09,SETTLED,RZP-TXN0236
PAY0237,SET0237,TXN0237,C140,2026-08-07,75000.0,0.0,0.0,75000.0,2026-08-08,SETTLED,RZP-TXN0237
PAY0238,SET0238_1,TXN0238,C146,2026-08-05,900.0,0.0,0.0,900.0,2026-08-06,SETTLED,RZP-TXN0238-1
PAY0238,SET0238_2,TXN0238,C146,2026-08-05,600.0,0.0,0.0,600.0,2026-08-06,SETTLED,RZP-TXN0238-2
PAY0239,SET0239,TXN0239,C119,2026-08-15,1000.0,0.0,100.0,900.0,2026-08-16,SETTLED,RZP-TXN0239
PAY0240,SET0240,TXN0240,C108,2026-08-03,7500.0,0.0,0.0,7500.0,2026-08-04,SETTLED,RZP-TXN0240
PAY0241,SET0241,TXN0241,C111,2026-08-07,2500.0,0.0,0.0,2500.0,2026-08-08,SETTLED,RZP-TXN024X
PAY0242,SET0242,TXN0242,C133,2026-08-17,7500.0,0.0,0.0,4500.0,2026-08-18,SETTLED,RZP-TXN0242
PAY0243,SET0243,TXN0243,C130,2026-08-10,10000.0,0.0,0.0,6000.0,2026-08-11,SETTLED,RZP-TXN0243
PAY0244,SET0244_1,TXN0244,C104,2026-08-05,3000.0,0.0,0.0,3000.0,2026-08-06,SETTLED,RZP-TXN0244-1
PAY0244,SET0244_2,TXN0244,C104,2026-08-05,2000.0,0.0,0.0,2000.0,2026-08-06,SETTLED,RZP-TXN0244-2
PAY0245,SET0245,TXN0245,C125,2026-08-18,10000.0,0.0,0.0,10000.0,2026-08-19,SETTLED,RZP-TXN0245
PAY0246,SET0246,TXN0246,C100,2026-08-09,50000.0,0.0,0.0,50000.0,2026-08-10,SETTLED,RZP-TXN0246
PAY0247,SET0247,TXN0247,C143,2026-08-09,75000.0,0.0,0.0,75000.0,2026-08-10,SETTLED,RZP-TXN0247
PAY0248,SET0248,TXN0248,C123,2026-08-04,5000.0,100.0,0.0,4900.0,2026-08-05,SETTLED,RZP-TXN0248
PAY0249,SET0249,TXN0249,C135,2026-08-11,75000.0,0.0,0.0,75000.0,2026-08-12,SETTLED,RZP-TXN0249
PAY0250,SET0250,TXN0250,C140,2026-08-15,7500.0,0.0,0.0,7500.0,2026-08-18,SETTLED,RZP-TXN0250
PAY0251,SET0251,TXN0251,C108,2026-08-02,1000.0,0.0,0.0,1000.0,2026-08-03,SETTLED,RZP-TXN0251
PAY0252,SET0252_1,TXN0252,C107,2026-08-04,3000.0,0.0,0.0,3000.0,2026-08-05,SETTLED,RZP-TXN0252-1
PAY0252,SET0252_2,TXN0252,C107,2026-08-04,2000.0,0.0,0.0,2000.0,2026-08-05,SETTLED,RZP-TXN0252-2
PAY0253,SET0253,TXN0253,C129,2026-08-12,50000.0,0.0,0.0,50000.0,2026-08-13,SETTLED,RZP-TXN0253
PAY0254,SET0254,TXN0254,C146,2026-08-05,15000.0,0.0,0.0,15000.0,2026-08-08,SETTLED,RZP-TXN0254
PAY0255,SET0255,TXN0255,C139,2026-08-14,7500.0,0.0,0.0,7500.0,2026-08-15,SETTLED,RZP-TXN0255
PAY0256,SET0256,TXN0256,C113,2026-08-15,25000.0,0.0,0.0,24000.0,2026-08-16,SETTLED,RZP-TXN0256
PAY0257,SET0257_1,TXN0257,C143,2026-08-12,30000.0,0.0,0.0,30000.0,2026-08-13,SETTLED,RZP-TXN0257-1
PAY0257,SET0257_2,TXN0257,C143,2026-08-12,20000.0,0.0,0.0,20000.0,2026-08-13,SETTLED,RZP-TXN0257-2
PAY0258,SET0258,TXN0258,C103,2026-08-13,7500.0,0.0,0.0,7500.0,2026-08-14,SETTLED,RZP-TXN0258
PAY0259,SET0259,TXN0259,C129,2026-08-03,5000.0,0.0,0.0,5000.0,2026-08-06,SETTLED,RZP-TXN0259
PAY0260,SET0260,TXN0260,C101,2026-08-02,10000.0,0.0,0.0,10000.0,2026-08-03,SETTLED,RZP-TXN0260
PAY0261,SET0261,TXN0261,C136,2026-08-07,1500.0,0.0,0.0,900.0,2026-08-08,SETTLED,RZP-TXN0261
PAY0262,SET0262,TXN0262,C113,2026-08-19,5000.0,0.0,0.0,3000.0,2026-08-20,SETTLED,RZP-TXN0262
PAY0263,SET0263,TXN0263,C121,2026-08-05,75000.0,0.0,0.0,75000.0,2026-08-06,SETTLED,RZP-TXN0263
PAY0264,SET0264,TXN0264,C108,2026-08-18,7500.0,0.0,0.0,4500.0,2026-08-19,SETTLED,RZP-TXN0264
PAY0265,SET0265,TXN0265,C142,2026-08-01,2500.0,0.0,0.0,2500.0,2026-08-02,SETTLED,RZP-TXN0265
PAY0266,SET0266,TXN0266,C137,2026-08-11,1000.0,0.0,0.0,1000.0,2026-08-12,SETTLED,RZP-TXN0266
PAY0267,SET0267,TXN0267,C108,2026-08-14,50000.0,0.0,0.0,50000.0,2026-08-15,SETTLED,RZP-TXN0267
PAY0268,SET0268,TXN0268,C130,2026-08-15,10000.0,200.0,0.0,9800.0,2026-08-16,SETTLED,RZP-TXN0268
PAY0269,SET0269,TXN0269,C128,2026-08-17,5000.0,0.0,0.0,4500.0,2026-08-18,SETTLED,RZP-TXN0269
PAY0270,SET0270,TXN0270,C142,2026-08-17,7500.0,150.0,0.0,7350.0,2026-08-18,SETTLED,RZP-TXN0270
PAY0271,SET0271,TXN0271,C103,2026-08-16,15000.0,0.0,0.0,15000.0,2026-08-17,SETTLED,RZP-TXN0271
PAY0272,SET0272_1,TXN0272,C131,2026-08-15,900.0,0.0,0.0,900.0,2026-08-16,SETTLED,RZP-TXN0272-1
PAY0272,SET0272_2,TXN0272,C131,2026-08-15,600.0,0.0,0.0,600.0,2026-08-16,SETTLED,RZP-TXN0272-2
PAY0273,SET0273,TXN0273,C109,2026-08-03,2500.0,0.0,0.0,2500.0,2026-08-04,SETTLED,RZP-TXN0273
PAY0274,SET0274,TXN0274,C137,2026-08-18,10000.0,0.0,0.0,10000.0,2026-08-19,SETTLED,RZP-TXN0274
PAY0275,SET0275,TXN0275,C133,2026-08-10,25000.0,500.0,0.0,24500.0,2026-08-11,SETTLED,RZP-TXN0275
PAY0276,SET0276,TXN0276,C106,2026-08-04,50000.0,0.0,0.0,50000.0,2026-08-05,SETTLED,RZP-TXN027X
PAY0277,SET0277,TXN0277,C127,2026-08-15,5000.0,0.0,0.0,5000.0,2026-08-16,SETTLED,RZP-TXN0277
PAY0278,SET0278,TXN0278,C125,2026-08-14,1500.0,0.0,0.0,1500.0,2026-08-15,SETTLED,RZP-TXN0278
PAY0279,SET0279,TXN0279,C142,2026-08-09,10000.0,0.0,0.0,8000.0,2026-08-10,SETTLED,RZP-TXN0279
PAY0280,SET0280,TXN0280,C104,2026-08-03,1500.0,0.0,0.0,1500.0,2026-08-04,SETTLED,RZP-TXN0280
PAY0281,SET0281,TXN0281,C147,2026-08-12,2500.0,0.0,250.0,2250.0,2026-08-13,SETTLED,RZP-TXN0281
PAY0282,SET0282,TXN0282,C135,2026-08-18,10000.0,0.0,0.0,10000.0,2026-08-21,SETTLED,RZP-TXN0282
PAY0283,SET0283,TXN0283,C122,2026-08-14,1000.0,0.0,0.0,1000.0,2026-08-15,SETTLED,RZP-TXN0283
PAY0284,SET0284,TXN0284,C138,2026-08-10,10000.0,0.0,0.0,10000.0,2026-08-11,SETTLED,RZP-TXN0284
PAY0285,SET0285,TXN0285,C113,2026-08-05,25000.0,0.0,0.0,25000.0,2026-08-06,SETTLED,RZP-TXN0285
PAY0286,SET0286,TXN0286,C122,2026-08-18,10000.0,0.0,0.0,10000.0,2026-08-19,SETTLED,RZP-TXN0286
PAY0287,SET0287,TXN0287,C136,2026-08-08,15000.0,0.0,0.0,9000.0,2026-08-09,SETTLED,RZP-TXN0287
PAY0288,SET0288,TXN0288,C139,2026-08-21,50000.0,0.0,0.0,50000.0,2026-08-22,SETTLED,RZP-TXN0288
PAY0289,SET0289,TXN0289,C144,2026-08-09,1000.0,0.0,0.0,1000.0,2026-08-10,SETTLED,RZP-TXN0289
PAY0290,SET0290,TXN0290,C148,2026-08-10,10000.0,0.0,0.0,10000.0,2026-08-11,SETTLED,RZP-TXN0290
PAY0291,SET0291,TXN0291,C109,2026-08-19,15000.0,0.0,0.0,15000.0,2026-08-20,SETTLED,RZP-TXN0291
PAY0292,SET0292,TXN0292,C140,2026-08-01,1500.0,0.0,0.0,1500.0,2026-08-02,SETTLED,RZP-TXN029X
PAY0293,SET0293,TXN0293,C124,2026-08-14,25000.0,0.0,0.0,25000.0,2026-08-15,SETTLED,RZP-TXN0293
PAY0294,SET0294,TXN0294,C119,2026-08-11,75000.0,0.0,7500.0,67500.0,2026-08-12,SETTLED,RZP-TXN0294
PAY0295,SET0295,TXN0295,C109,2026-08-06,75000.0,0.0,0.0,75000.0,2026-08-07,SETTLED,RZP-TXN0295
PAY0296,SET0296,TXN0296,C117,2026-08-15,15000.0,300.0,0.0,14700.0,2026-08-16,SETTLED,RZP-TXN0296
PAY0297,SET0297,TXN0297,C126,2026-08-09,5000.0,0.0,0.0,5000.0,2026-08-10,SETTLED,RZP-TXN029X
PAY0298,SET0298,TXN0298,C122,2026-08-14,1500.0,0.0,0.0,1500.0,2026-08-15,SETTLED,RZP-TXN0298
PAY0299,SET0299,TXN0299,C137,2026-08-16,50000.0,0.0,0.0,50000.0,2026-08-19,SETTLED,RZP-TXN0299
PAY0300,SET0300,TXN0300,C114,2026-08-13,75000.0,0.0,0.0,75000.0,2026-08-14,SETTLED,RZP-TXN0300
PAY0301,SET0301,TXN0301,C119,2026-08-07,2500.0,0.0,0.0,2500.0,2026-08-08,SETTLED,RZP-TXN030X
PAY0302,SET0302,TXN0302,C120,2026-08-04,1000.0,20.0,0.0,980.0,2026-08-05,SETTLED,RZP-TXN0302
PAY0303,SET0303,TXN0303,C111,2026-08-05,15000.0,300.0,0.0,14700.0,2026-08-06,SETTLED,RZP-TXN0303
PAY0304,SET0304,TXN0304,C132,2026-08-18,10000.0,0.0,0.0,10000.0,2026-08-19,SETTLED,RZP-TXN0304
PAY0305,SET0305,TXN0305,C102,2026-08-14,1000.0,20.0,0.0,980.0,2026-08-15,SETTLED,RZP-TXN0305
PAY0306,SET0306,TXN0306,C120,2026-08-19,15000.0,0.0,1500.0,13500.0,2026-08-20,SETTLED,RZP-TXN0306
PAY0307,SET0307,TXN0307,C140,2026-08-14,7500.0,0.0,0.0,7500.0,2026-08-15,SETTLED,RZP-TXN0307
PAY0308,SET0308,TXN0308,C120,2026-08-06,75000.0,1500.0,0.0,73500.0,2026-08-07,SETTLED,RZP-TXN0308
PAY0309,SET0309,TXN0309,C123,2026-08-03,15000.0,0.0,0.0,9000.0,2026-08-04,SETTLED,RZP-TXN0309
PAY0310,SET0310,TXN0310,C127,2026-08-19,15000.0,300.0,0.0,14700.0,2026-08-20,SETTLED,RZP-TXN0310
PAY0311,SET0311,TXN0311,C119,2026-08-11,5000.0,0.0,0.0,5000.0,2026-08-12,SETTLED,RZP-TXN0311
PAY0312,SET0312,TXN0312,C104,2026-08-17,1500.0,30.0,0.0,1470.0,2026-08-18,SETTLED,RZP-TXN0312
PAY0313,SET0313,TXN0313,C149,2026-08-12,10000.0,0.0,0.0,10000.0,2026-08-13,SETTLED,RZP-TXN031X
PAY0314,SET0314,TXN0314,C109,2026-08-08,1500.0,0.0,0.0,1500.0,2026-08-09,SETTLED,RZP-TXN0314
PAY0315,SET0315,TXN0315,C111,2026-08-20,2500.0,0.0,0.0,2500.0,2026-08-21,SETTLED,RZP-TXN031X
PAY0316,SET0316,TXN0316,C104,2026-08-06,25000.0,500.0,0.0,24500.0,2026-08-07,SETTLED,RZP-TXN0316
PAY0317,SET0317,TXN0317,C148,2026-08-19,25000.0,0.0,0.0,25000.0,2026-08-22,SETTLED,RZP-TXN0317
PAY0318,SET0318,TXN0318,C141,2026-08-21,75000.0,0.0,0.0,75000.0,2026-08-22,SETTLED,RZP-TXN0318
PAY0319,SET0319,TXN0319,C120,2026-08-05,25000.0,0.0,0.0,25000.0,2026-08-06,SETTLED,RZP-TXN0319
PAY0320,SET0320,TXN0320,C140,2026-08-10,7500.0,0.0,750.0,6750.0,2026-08-11,SETTLED,RZP-TXN0320
PAY0321,SET0321,TXN0321,C132,2026-08-03,7500.0,150.0,0.0,7350.0,2026-08-04,SETTLED,RZP-TXN0321
PAY0322,SET0322,TXN0322,C103,2026-08-12,7500.0,0.0,0.0,7500.0,2026-08-13,SETTLED,RZP-TXN0322
PAY0323,SET0323,TXN0323,C139,2026-08-20,50000.0,0.0,0.0,50000.0,2026-08-21,SETTLED,RZP-TXN0323
PAY0324,SET0324_1,TXN0324,C135,2026-08-02,15000.0,0.0,0.0,15000.0,2026-08-03,SETTLED,RZP-TXN0324-1
PAY0324,SET0324_2,TXN0324,C135,2026-08-02,10000.0,0.0,0.0,10000.0,2026-08-03,SETTLED,RZP-TXN0324-2
PAY0325,SET0325,TXN0325,C112,2026-08-11,75000.0,1500.0,0.0,73500.0,2026-08-12,SETTLED,RZP-TXN0325
PAY0326,SET0326,TXN0326,C103,2026-08-15,1500.0,0.0,0.0,900.0,2026-08-16,SETTLED,RZP-TXN0326
PAY0327,SET0327,TXN0327,C145,2026-08-03,50000.0,0.0,0.0,50000.0,2026-08-06,SETTLED,RZP-TXN0327
PAY0328,SET0328,TXN0328,C115,2026-08-15,25000.0,500.0,0.0,24500.0,2026-08-16,SETTLED,RZP-TXN0328
PAY0329,SET0329,TXN0329,C110,2026-08-12,10000.0,0.0,0.0,9000.0,2026-08-13,SETTLED,RZP-TXN0329
PAY0330,SET0330,TXN0330,C149,2026-08-11,75000.0,0.0,0.0,75000.0,2026-08-12,SETTLED,RZP-TXN0330
PAY0331,SET0331,TXN0331,C141,2026-08-11,1500.0,0.0,0.0,1500.0,2026-08-12,SETTLED,RZP-TXN0331
PAY0332,SET0332,TXN0332,C143,2026-08-13,7500.0,0.0,0.0,7500.0,2026-08-14,SETTLED,RZP-TXN0332
PAY0333,SET0333,TXN0333,C138,2026-08-05,10000.0,0.0,0.0,10000.0,2026-08-06,SETTLED,RZP-TXN0333
PAY0334,SET0334,TXN0334,C109,2026-08-12,7500.0,0.0,0.0,7500.0,2026-08-13,SETTLED,RZP-TXN0334
PAY0335,SET0335,TXN0335,C144,2026-08-13,2500.0,0.0,250.0,2250.0,2026-08-14,SETTLED,RZP-TXN0335
PAY0336,SET0336,TXN0336,C119,2026-08-18,15000.0,0.0,0.0,15000.0,2026-08-21,SETTLED,RZP-TXN0336
PAY0337,SET0337,TXN0337,C108,2026-08-17,1500.0,0.0,0.0,1500.0,2026-08-20,SETTLED,RZP-TXN0337
PAY0338,SET0338,TXN0338,C132,2026-08-12,1000.0,0.0,0.0,1000.0,2026-08-13,SETTLED,RZP-TXN0338
PAY0339,SET0339,TXN0339,C113,2026-08-11,25000.0,0.0,0.0,25000.0,2026-08-12,SETTLED,RZP-TXN0339
PAY0340,SET0340,TXN0340,C109,2026-08-03,7500.0,0.0,0.0,4500.0,2026-08-04,SETTLED,RZP-TXN0340
PAY0341,SET0341,TXN0341,C132,2026-08-18,50000.0,0.0,0.0,50000.0,2026-08-19,SETTLED,RZP-TXN0341
PAY0342,SET0342,TXN0342,C149,2026-08-20,2500.0,0.0,250.0,2250.0,2026-08-21,SETTLED,RZP-TXN0342
PAY0343,SET0343,TXN0343,C110,2026-08-06,75000.0,0.0,0.0,45000.0,2026-08-07,SETTLED,RZP-TXN0343
PAY0344,SET0344,TXN0344,C146,2026-08-15,1000.0,0.0,0.0,1000.0,2026-08-16,SETTLED,RZP-TXN0344
PAY0345,SET0345,TXN0345,C146,2026-08-08,25000.0,0.0,2500.0,22500.0,2026-08-09,SETTLED,RZP-TXN0345
PAY0346,SET0346,TXN0346,C147,2026-08-15,5000.0,100.0,0.0,4900.0,2026-08-16,SETTLED,RZP-TXN0346
PAY0347,SET0347,TXN0347,C130,2026-08-07,10000.0,0.0,0.0,10000.0,2026-08-10,SETTLED,RZP-TXN0347
PAY0348,SET0348,TXN0348,C128,2026-08-15,7500.0,0.0,0.0,7500.0,2026-08-16,SETTLED,RZP-TXN034X
PAY0349,SET0349,TXN0349,C133,2026-08-14,2500.0,0.0,0.0,1500.0,2026-08-15,SETTLED,RZP-TXN0349
PAY0350,SET0350,TXN0350,C108,2026-08-09,1000.0,0.0,0.0,1000.0,2026-08-12,SETTLED,RZP-TXN0350
PAY0351,SET0351,TXN0351,C135,2026-08-04,50000.0,0.0,0.0,30000.0,2026-08-05,SETTLED,RZP-TXN0351
PAY0352,SET0352,TXN0352,C105,2026-08-06,7500.0,0.0,0.0,7500.0,2026-08-07,SETTLED,RZP-TXN0352
PAY0353,SET0353,TXN0353,C109,2026-08-14,1500.0,0.0,0.0,1000.0,2026-08-15,SETTLED,RZP-TXN0353
PAY0354,SET0354,TXN0354,C122,2026-08-01,15000.0,0.0,0.0,15000.0,2026-08-02,SETTLED,RZP-TXN0354
PAY0355,SET0355,TXN0355,C123,2026-08-08,15000.0,0.0,0.0,15000.0,2026-08-09,SETTLED,RZP-TXN0355
PAY0356,SET0356,TXN0356,C123,2026-08-08,1000.0,0.0,0.0,1000.0,2026-08-09,SETTLED,RZP-TXN0356
PAY0357,SET0357,TXN0357,C145,2026-08-21,10000.0,0.0,0.0,6000.0,2026-08-22,SETTLED,RZP-TXN0357
PAY0358,SET0358,TXN0358,C102,2026-08-10,25000.0,0.0,0.0,25000.0,2026-08-13,SETTLED,RZP-TXN0358
PAY0359,SET0359,TXN0359,C148,2026-08-16,25000.0,0.0,2500.0,22500.0,2026-08-17,SETTLED,RZP-TXN0359
PAY0360,SET0360,TXN0360,C101,2026-08-09,5000.0,0.0,0.0,3000.0,2026-08-10,SETTLED,RZP-TXN0360
PAY0361,SET0361,TXN0361,C146,2026-08-20,50000.0,0.0,0.0,50000.0,2026-08-21,SETTLED,RZP-TXN0361
PAY0362,SET0362,TXN0362,C115,2026-08-10,1500.0,0.0,0.0,1500.0,2026-08-11,SETTLED,RZP-TXN0362
PAY0363,SET0363,TXN0363,C140,2026-08-20,25000.0,0.0,0.0,25000.0,2026-08-21,SETTLED,RZP-TXN0363
PAY0364,SET0364,TXN0364,C138,2026-08-18,1000.0,0.0,0.0,1000.0,2026-08-21,SETTLED,RZP-TXN0364
PAY0365,SET0365,TXN0365,C115,2026-08-05,7500.0,0.0,0.0,7500.0,2026-08-06,SETTLED,RZP-TXN0365
PAY0366,SET0366,TXN0366,C122,2026-08-08,75000.0,0.0,0.0,75000.0,2026-08-09,SETTLED,RZP-TXN0366
PAY0367,SET0367,TXN0367,C142,2026-08-03,50000.0,0.0,0.0,50000.0,2026-08-04,SETTLED,RZP-TXN0367
PAY0368,SET0368,TXN0368,C104,2026-08-17,50000.0,1000.0,0.0,49000.0,2026-08-18,SETTLED,RZP-TXN0368
PAY0369,SET0369_1,TXN0369,C135,2026-08-01,9000.0,0.0,0.0,9000.0,2026-08-02,SETTLED,RZP-TXN0369-1
PAY0369,SET0369_2,TXN0369,C135,2026-08-01,6000.0,0.0,0.0,6000.0,2026-08-02,SETTLED,RZP-TXN0369-2
PAY0370,SET0370,TXN0370,C124,2026-08-12,7500.0,0.0,0.0,7500.0,2026-08-13,SETTLED,RZP-TXN037X
PAY0371,SET0371,TXN0371,C104,2026-08-12,5000.0,0.0,0.0,5000.0,2026-08-13,SETTLED,RZP-TXN037X
PAY0372,SET0372,TXN0372,C106,2026-08-19,10000.0,0.0,0.0,10000.0,2026-08-20,SETTLED,RZP-TXN0372
PAY0373,SET0373,TXN0373,C134,2026-08-11,2500.0,0.0,0.0,1500.0,2026-08-12,SETTLED,RZP-TXN0373
PAY0374,SET0374,TXN0374,C129,2026-08-16,2500.0,0.0,0.0,1500.0,2026-08-17,SETTLED,RZP-TXN0374
PAY0375,SET0375,TXN0375,C145,2026-08-15,1000.0,0.0,0.0,1000.0,2026-08-16,SETTLED,RZP-TXN0375
PAY0376,SET0376,TXN0376,C112,2026-08-02,10000.0,0.0,0.0,8000.0,2026-08-03,SETTLED,RZP-TXN0376
PAY0377,SET0377,TXN0377,C134,2026-08-16,7500.0,0.0,0.0,7500.0,2026-08-17,SETTLED,RZP-TXN0377
PAY0378,SET0378_1,TXN0378,C112,2026-08-10,6000.0,0.0,0.0,6000.0,2026-08-11,SETTLED,RZP-TXN0378-1
PAY0378,SET0378_2,TXN0378,C112,2026-08-10,4000.0,0.0,0.0,4000.0,2026-08-11,SETTLED,RZP-TXN0378-2
PAY0379,SET0379,TXN0379,C121,2026-08-09,1500.0,0.0,0.0,900.0,2026-08-10,SETTLED,RZP-TXN0379
PAY0380,SET0380,TXN0380,C125,2026-08-15,15000.0,0.0,0.0,15000.0,2026-08-16,SETTLED,RZP-TXN0380
PAY0381,SET0381,TXN0381,C131,2026-08-16,10000.0,0.0,0.0,8000.0,2026-08-17,SETTLED,RZP-TXN0381
PAY0382,SET0382,TXN0382,C105,2026-08-14,1500.0,0.0,0.0,1500.0,2026-08-15,SETTLED,RZP-TXN0382
PAY0383,SET0383,TXN0383,C134,2026-08-10,10000.0,0.0,0.0,10000.0,2026-08-11,SETTLED,RZP-TXN0383
PAY0384,SET0384,TXN0384,C142,2026-08-10,7500.0,0.0,0.0,7500.0,2026-08-11,SETTLED,RZP-TXN0384
PAY0385,SET0385,TXN0385,C127,2026-08-06,25000.0,0.0,0.0,25000.0,2026-08-07,SETTLED,RZP-TXN0385
PAY0386,SET0386,TXN0386,C146,2026-08-12,75000.0,0.0,0.0,75000.0,2026-08-13,SETTLED,RZP-TXN0386
PAY0387,SET0387,TXN0387,C117,2026-08-21,1000.0,0.0,0.0,1000.0,2026-08-22,SETTLED,RZP-TXN0387
